"Player","Club","Age","Position","Nation","Value","ContractYearsLeft","League","MP_Weighted_Avg","Starts_Weighted_Avg","Min_Weighted_Avg","TotalMins/90_Weighted_Avg","Gls_Weighted_Avg","Ast_Weighted_Avg","Non-PenaltyGoals_Weighted_Avg","PenaltiesScored_Weighted_Avg","PenaltiesAttempted_Weighted_Avg","YellowCards_Weighted_Avg","RedCards_Weighted_Avg","Gls/90_Weighted_Avg","Ast/90_Weighted_Avg","GandA/90_Weighted_Avg","Non-PenaltyGoals/90_Weighted_Avg","GlsandAst-ScoredPenalties/90_Weighted_Avg","xG_Weighted_Avg","Non-PenaltyxG_Weighted_Avg","xA_Weighted_Avg","Non-penaltyxGandxA_Weighted_Avg","xG/90_Weighted_Avg","xA/90_Weighted_Avg","xGandxA/90_Weighted_Avg","Non-PenaltyxG/90_Weighted_Avg","Non-PenaltyxGandxA/90_Weighted_Avg","TotalShots_Weighted_Avg","TotalShotsonTarget_Weighted_Avg","ShotsonTarget%_Weighted_Avg","Shots/90_Weighted_Avg","ShotsonTarget/90_Weighted_Avg","Goals/Shots_Weighted_Avg","Goals/ShotsonTarget_Weighted_Avg","AvgShotDistance-yds_Weighted_Avg","FreekickShots_Weighted_Avg","Non-PenaltyxG/Shots_Weighted_Avg","GoalsScoredminusxG_Weighted_Avg","Non-PenaltyGoalsScoredminusNon-PenaltyxG_Weighted_Avg","Shot-CreatingActions_Weighted_Avg","Shot-CreatingActions/90_Weighted_Avg","PassesLeadingtoShotAttempt_Weighted_Avg","Set-PieceLeadingtoShotAttempt_Weighted_Avg","DribblesLeadingtoShotAttempt_Weighted_Avg","ShotsLeadingtoShotAttempt_Weighted_Avg","FoulsDrawnLeadingtoShotAttempt_Weighted_Avg","DefensiveActionsLeadingtoShotAttempt_Weighted_Avg","GoalCreatingActions_Weighted_Avg","GoalCreatingActions/90_Weighted_Avg","PassesLeadingtoGoals_Weighted_Avg","Set-PieceLeadingtoGoals_Weighted_Avg","DribblesLeadingtoGoals_Weighted_Avg","ShotsLeadingtoGoals_Weighted_Avg","FoulsDrawnLeadingtoGoals_Weighted_Avg","DefensiveActionsLeadingtoGoals_Weighted_Avg","Touches_Weighted_Avg","TouchesinDefensivePenaltyBox_Weighted_Avg","TouchesinDefensive3rd_Weighted_Avg","TouchesinMidfield3rd_Weighted_Avg","TouchesinAttacking3rd_Weighted_Avg","TouchesinAttackingPenaltyBox_Weighted_Avg","TouchesinOpen-play_Weighted_Avg","TotalSuccessfulDribbles_Weighted_Avg","TotalAttemptedDribbles_Weighted_Avg","DribbleSuccess%_Weighted_Avg","Totalno.ofPlayersDribblesPast_Weighted_Avg","TotalNutmegs_Weighted_Avg","TotalCarries_Weighted_Avg","TotalDistanceCarriedtheBall_Weighted_Avg","TotalDistanceCarriedtheBallinForwardDirection_Weighted_Avg","TotalCarriesinForwardDirection_Weighted_Avg","CarriesintoFinalThird_Weighted_Avg","CarriesintoAttackingPenaltyBox_Weighted_Avg","TotalFailedAttemptsatControllingBall_Weighted_Avg","NumberofTimesTackledwhenDribbling_Weighted_Avg","NumberofTimesPlayerwasPassTarget_Weighted_Avg","NumberofTimesReceivedPass_Weighted_Avg","%ofTimesSuccessfullyReceivedPass_Weighted_Avg","ProgressivePassesReceived_Weighted_Avg","PassesCompleted-Allpass-types_Weighted_Avg","PassesAttempted-Allpass-types_Weighted_Avg","PassCompletion%-Allpass-types_Weighted_Avg","TotalDistanceofCompletedPasses-AllPass-types_Weighted_Avg","TotalDistanceofCompletedProgressivePasses-AllPass-types_Weighted_Avg","PassesCompleted-ShortPasses_Weighted_Avg","PassesAttempted-ShortPasses_Weighted_Avg","PassCompletion%-ShortPasses_Weighted_Avg","PassesCompleted-MediumPasses_Weighted_Avg","PassesAttempted-MediumPasses_Weighted_Avg","PassCompletion%-MediumPasses_Weighted_Avg","PassesCompleted-LongPasses_Weighted_Avg","PassesAttempted-LongPasses_Weighted_Avg","PassCompletion%-LongPasses_Weighted_Avg","TotalAssists_Weighted_Avg","xGAssisted_Weighted_Avg","AssistminusxGAssisted_Weighted_Avg","CompletedpassesthatenterFinal3rd_Weighted_Avg","CompletedpassesthatenterPenaltyBox_Weighted_Avg","CompletedCrossesthatenterPenaltyBox_Weighted_Avg","TotalCompletedProgressivePasses_Weighted_Avg","TotalNumberofPlayersTackled_Weighted_Avg","TotalTacklesWon_Weighted_Avg","TacklesinDefensive3rd_Weighted_Avg","TacklesinMidfield3rd_Weighted_Avg","TacklesinAttacking3rd_Weighted_Avg","NumberofDribblersTackled_Weighted_Avg","TimesDribbledPastandTotalTackles_Weighted_Avg","%ofDribblersTackled_Weighted_Avg","NumberofTimesDribbledPast_Weighted_Avg","NumberofPressingActions_Weighted_Avg","TimesSquadgainedPossessionwithin5secondsofPressingActions_Weighted_Avg","SuccessfulPressure%_Weighted_Avg","NumberofPressesinDefensiveThird_Weighted_Avg","NumberofPressesinMidfieldThird_Weighted_Avg","NumberofPressesinAttackingThird_Weighted_Avg","TotalDefensiveBlocks_Weighted_Avg","TotalShotsBlocked_Weighted_Avg","GoalSavingBlocks_Weighted_Avg","TimesblockedaPass_Weighted_Avg","TotalInterceptions_Weighted_Avg","TotalPlayersTackledandTotalInterceptions_Weighted_Avg","TotalClearances_Weighted_Avg","MistakesleadingtoOpponentShots_Weighted_Avg","2ndYellowCards_Weighted_Avg","FoulsCommitted_Weighted_Avg","FoulsDrawn_Weighted_Avg","Offsides_Weighted_Avg","Crosses_Weighted_Avg","Interceptions_Weighted_Avg","PenaltyKicksWon_Weighted_Avg","PenaltiesConceded_Weighted_Avg","OwnGoals_Weighted_Avg","TotalLooseBallsRecovered_Weighted_Avg","AerialDuelWon_Weighted_Avg","AerialDuelLost_Weighted_Avg","%AerialDuelsWon_Weighted_Avg","""Squad(20/21)"""
"Joe Bryan","Fulham FC",27,"Defender","England",4500000,2,"Premier League",18.7692307692308,11.6153846153846,1055.76923076923,11.7153846153846,0.769230769230769,0.230769230769231,0.769230769230769,0,0,2.69230769230769,0,0.1,0.00923076923076923,0.109230769230769,0.1,0.109230769230769,0.469230769230769,0.469230769230769,0.792307692307692,1.26153846153846,0.0453846153846154,0.0646153846153846,0.11,0.0453846153846154,0.11,11,3.15384615384615,26.9153846153846,1.01769230769231,0.27,0.1,0.384615384615385,21.8769230769231,0.769230769230769,0.0453846153846154,0.3,0.3,24.3076923076923,2.34076923076923,14.9230769230769,3.69230769230769,1.76923076923077,2.69230769230769,1.23076923076923,0,1.46153846153846,0.127692307692308,0.692307692307692,0,0,0,0.769230769230769,0,755.230769230769,42.9230769230769,226.692307692308,336.076923076923,233.692307692308,16.4615384615385,634.076923076923,12,14.3076923076923,92.8,12.2307692307692,0,413.153846153846,2230.61538461538,1285.07692307692,65.1538461538461,22,2.53846153846154,13.7692307692308,8.92307692307692,460.230769230769,416.461538461538,90.5846153846154,17.3846153846154,438.307692307692,619.153846153846,70.4769230769231,7772.15384615385,3438.76923076923,209.769230769231,244.692307692308,85.6153846153846,177.307692307692,227.461538461538,78.1384615384615,44.6153846153846,119,37.3923076923077,0.230769230769231,0.792307692307692,-0.561538461538462,35.9230769230769,9.15384615384615,4.53846153846154,45.2307692307692,30.0769230769231,17.7692307692308,14.1538461538462,10.6923076923077,5.23076923076923,13.1538461538462,26.5384615384615,49.7923076923077,13.3846153846154,159.076923076923,48.2307692307692,32.3846153846154,71.3076923076923,60.5384615384615,27.2307692307692,26.7692307692308,5.53846153846154,0,21.2307692307692,19.6923076923077,49.7692307692308,32.6153846153846,0.230769230769231,0,13.4615384615385,11.8461538461538,0.461538461538462,35.3076923076923,19.6923076923077,0.769230769230769,0.769230769230769,0,102.923076923077,12,8.76923076923077,63.6076923076923,"Squad(20/21)"
"Joe Gomez","Liverpool FC",24,"Defender","England",2.7e+07,3,"Premier League",15.2,12.4,1145.65,12.755,0,0.2,0,0,0,2.35,0,0,0.009,0.009,0,0.009,0.075,0.075,0.195,0.27,0.0065,0.012,0.016,0.0065,0.016,1.5,0.15,6,0.097,0.012,0,0,23.79,0,0.04,-0.075,-0.075,9.05,0.577,8.2,0.4,0.1,0.25,0.1,0,1.45,0.071,1.2,0,0,0.25,0,0,1150.6,94.05,455.45,704.55,61.5,2.9,1104.15,7.35,9.25,87.2,7.75,0,816.2,3928.15,2079.45,53.65,6.85,0.65,4.75,6.2,816.25,807.35,98.985,6.7,913.2,1037.95,88.485,20269.45,5765.45,231.4,253.6,92.155,504.9,545.15,92.735,170.3,225.8,75.98,0.2,0.195,0.005,66.5,5.1,1.45,59.7,17.55,9.05,10.2,6.95,0.4,4.6,12.7,20.78,8.1,106.15,37.6,36.66,60.8,40.75,4.6,14.7,5.45,0.15,9.25,14.8,32.35,52.9,1.5,0,11.45,8.6,0.1,5.9,14.8,0,0.75,0,183.55,39.45,27.5,57.535,"Squad(20/21)"
"Joe Rodon","Tottenham Hotspur",23,"Defender","Wales",9e+06,4,"Premier League",12,8,733,8.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,87,301,217,4,1,495,0,0,0,0,0,286,1194,426,5,0,0,2,0,330,324,98.2,0,365,411,88.8,7783,1857,101,110,91.8,206,219,94.1,56,78,71.8,0,0,0,9,0,0,10,15,9,12,3,0,4,5,80,1,78,20,25.6,55,20,3,15,9,0,6,13,28,51,1,0,2,8,1,0,13,0,0,0,73,24,11,68.6,"Squad(20/21)"
"Joe Willock","Newcastle",22,"midfield","England",14400000,6,"Premier League",18.25,8.75,840.05,9.32555555555555,4.25,0.25,4.25,0,0.5,1,0,0.0719444444444444,0.0275,0.0969444444444444,0.0719444444444444,0.0969444444444444,2.62,2.12,0.55,2.795,0.149722222222222,0.0263888888888889,0.173611111111111,0.144166666666667,0.169166666666667,14.4,7,35.7214285714286,1.01566666666667,0.171666666666667,0.398452380952381,0.972222222222222,13.475,0,0.156428571428571,1.63,2.13,25.25,1.05638888888889,18.5,0,2.25,1.75,1.75,1,2.25,0.0966666666666667,1.25,0,0.5,0.5,0,0,415,21.7,108.8,198.85,146.3,36,410.5,18.15,29.3,52.1578048780488,18.4,1.75,294.4,1688.85,957.75,45.5,15,5.75,19.95,22.7,330.55,243.15,75.0274712643678,39.5,203.95,259.6,82.4226923076923,3411.9,1083.75,100,115.95,88.1505555555556,75.9,92.65,85.9741379310345,18.6,34.8,59.625,0.25,0.55,-0.3,22.45,7.5,2,25.7,24.85,18.35,12.7,8.15,4,6.5,32.7,17.6470588235294,26.2,252.85,55.25,21.2036193029491,98.65,107.25,46.95,24.85,4.25,0.25,20.6,20.5,45.35,10.75,0,0,10,13.55,0.5,10.5,20.5,0.5,0.5,0,75.85,12.25,19.45,29.375,"Squad(20/21)"
"Joel Matip","Liverpool FC",30,"Defender","Cameroon",16200000,3,"Premier League",13.05,11.25,951.5,10.585,1,1,1,0,0,1.75,0,0.1115,0.13,0.2415,0.1115,0.2415,0.62,0.62,0.565,1.225,0.0625,0.072,0.136,0.0625,0.136,5.9,1.75,31.67,0.577,0.1895,0.19,0.625,7.945,0,0.1095,0.38,0.38,7.5,0.7155,6,0,0.15,0.7,0.5,0.15,1.15,0.139,0.5,0,0,0.5,0,0.15,862.2,67.7,394,493.5,36.95,10.35,847.55,1.55,2,84.99,1.65,0.1,549.7,3112.3,2099.3,67.65,15.3,0.3,0.95,2.4,619.65,609.95,98.365,3.2,664.05,750.2,88.24,14597.9,4216,163.65,176.6,92.685,379.15,401.6,94.305,117.65,164.8,70.655,1,0.565,0.435,48.5,1.95,0,36.2,19.7,13.7,12.55,6.2,0.95,6.25,12.45,53.2,6.2,90.8,36.55,40.945,50.95,35.05,4.8,11.75,3.3,0.1,8.45,10.05,29.75,62.55,0.5,0,10.45,7.15,0.1,0.1,10.05,0,0,0,116.4,39.5,14.15,74.045,"Squad(20/21)"
"Joel Pohjanpalo","Bayer 04 Leverkusen",26,"attack","Finland",2250000,1,"Bundesliga",12.8823529411765,5.88235294117647,518.352941176471,5.75424836601307,3.64705882352941,0,3.64705882352941,0,0,0,0,0.130980392156863,0,0.130980392156863,0.130980392156863,0.130980392156863,4.17647058823529,4.17647058823529,0.823529411764706,4.94117647058823,0.13921568627451,0.00915032679738562,0.148366013071895,0.13921568627451,0.147712418300654,18.8235294117647,9.17647058823529,50.3225806451613,0.659084967320261,0.372156862745098,0.355913978494624,0.721666666666667,12.9,0,0.220483870967742,-0.529411764705883,-0.529411764705883,8.82352941176471,0.0980392156862745,7.05882352941176,0,0,1.17647058823529,0.588235294117647,0,1.17647058823529,0.0130718954248366,0.588235294117647,0,0,0.588235294117647,0,0,175.647058823529,3.88235294117647,16.5882352941176,93.0588235294118,70.3529411764706,28.8235294117647,173.176470588235,1.76470588235294,3.64705882352941,41.6666666666667,1.76470588235294,0,88,331.058823529412,120.352941176471,7.76470588235294,1.76470588235294,1.88235294117647,13.6470588235294,4.47058823529412,265.882352941176,130.588235294118,38.549337572867,37.5294117647059,80.5882352941177,114.470588235294,68.1671902268761,1336.11764705882,318.823529411765,42.7058823529412,54.9411764705882,76.1349816849817,28.4705882352941,41.6470588235294,65.4761904761905,7.64705882352941,12,54.1666666666667,0,0.823529411764706,-0.823529411764706,9.52941176470588,1.76470588235294,1.17647058823529,11.1764705882353,4.70588235294118,1.17647058823529,1.17647058823529,2.94117647058824,0.588235294117647,1.17647058823529,4.23529411764706,23.8095238095238,3.05882352941176,76.8235294117647,16.8823529411765,30.4823529411765,4.82352941176471,47.1176470588235,24.8823529411765,1.29411764705882,1.29411764705882,0,0,0.588235294117647,5.29411764705882,6.11764705882353,0,0,4.35294117647059,4.94117647058824,7.05882352941176,1.88235294117647,0.588235294117647,0,0,0,22.8235294117647,22.8235294117647,31.7647058823529,30.0601307189543,"Squad(20/21)"
"Joel Robles","Real Betis Balompié",31,"Goalkeeper","Spain",3600000,1,"La Liga",20,20,1776.94444444444,19.75,0,0,0,0,0,1.94444444444444,0.277777777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.94444444444444,0.0861111111111111,1.66666666666667,0.277777777777778,0,0,0,0,0,0,0,0,0,0,0,0,706.777777777778,596.166666666667,699.944444444444,8.38888888888889,0,0,509.333333333333,0,0,0,0,0,343.666666666667,1527.5,787.222222222222,0,0,0,0,0.166666666666667,321.222222222222,320.111111111111,99.5555555555555,0,457,664.888888888889,68.4722222222222,13526.1111111111,8215,98.3888888888889,99.2222222222222,99.1666666666667,192.722222222222,195,98.4944444444444,163.944444444444,368.722222222222,45.2777777777778,0,0,0,7.27777777777778,0.277777777777778,0,0.555555555555556,0,0,0,0,0,0,0.722222222222222,0,0.722222222222222,3.33333333333333,0,0,3.33333333333333,0,0,0,0,0,0,0,0,1.55555555555556,0.444444444444444,0,0.833333333333333,0.833333333333333,0,0,0,0,0.555555555555556,0,100.722222222222,0,0,0,"Squad(20/21)"
"Joel Veltman","Brighton &amp; Hove Albion",29,"Defender","Netherlands",5400000,2,"Premier League",28,25,2281,25.3,1,1,1,0,0,3,0,0.04,0.04,0.08,0.04,0.08,1.4,1.4,1.1,2.5,0.05,0.04,0.1,0.05,0.1,14,4,28.6,0.55,0.16,0.07,0.25,15.6,0,0.1,-0.4,-0.4,41,1.62,31,5,0,2,1,2,1,0.04,1,0,0,0,0,0,1765,103,573,834,464,37,1535,21,33,63.6,23,2,1011,5107,2651,103,37,5,8,17,1093,1015,92.9,35,1152,1491,77.3,22778,9083,412,471,87.5,582,712,81.7,150,277,54.2,1,1.1,-0.1,96,35,13,121,77,41,47,22,8,33,63,52.4,30,312,92,29.5,141,122,49,35,4,0,31,35,112,84,0,0,35,39,0,52,35,0,0,0,274,48,35,57.8,"Squad(20/21)"
"Joel Ward","Crystal Palace",31,"Defender","England",2250000,2,"Premier League",23.2,22.05,1967.6,21.88,0.15,0.6,0.15,0,0,4.05,0,0.024,0.026,0.05,0.024,0.05,0.25,0.25,0.41,0.67,0.02,0.024,0.044,0.02,0.044,3.05,1,39.5,0.165,0.06,0.075,0.15,18.35,0,0.0875,-0.1,-0.1,12.4,0.665,11.4,0.9,0,0,0.1,0,1.35,0.056,1.35,0,0,0,0,0,1230.1,104.8,456.65,561.85,264.7,9.25,1002.25,9.05,13.65,62.795,9.9,0.5,555,2480.75,1338.8,54.35,23.05,0.25,13.95,11.25,594.8,546.1,91.7,17.25,720.45,984,73.25,12113.85,5750.8,367.4,415.45,88.54,259.65,345,75.08,71.55,164.1,43.39,0.6,0.41,0.19,56.25,11,3.8,63.55,45.55,24.15,32.05,11.8,1.7,18.4,37.2,48.135,18.8,291.55,76.65,26.305,172.35,85.75,33.45,43.35,6.75,0.35,36.6,37.25,82.8,95.55,0.9,0,25.7,17.05,0.75,20.3,37.25,0,0.5,0.1,208.25,50.25,31.6,62.23,"Squad(20/21)"
"Joelinton","Newcastle",25,"attack","Brazil",15300000,4,"Premier League",32.4444444444444,25.8333333333333,2201.94444444444,24.45,3.94444444444444,2.5,3.38888888888889,0.555555555555556,0.555555555555556,4.44444444444444,0,0.169444444444444,0.104444444444444,0.271111111111111,0.147222222222222,0.248888888888889,6.27222222222222,5.82777777777778,2.53333333333333,8.41666666666667,0.265,0.107777777777778,0.367222222222222,0.242777777777778,0.350555555555556,48.7777777777778,18.5555555555556,38.2944444444444,2.01166666666667,0.778333333333333,0.0716666666666667,0.175,14.3333333333333,0,0.12,-2.32777777777778,-2.43888888888889,57.8333333333333,2.39444444444444,39.3888888888889,0.444444444444444,5.38888888888889,2.72222222222222,7.88888888888889,2,7.44444444444444,0.319444444444444,3.83333333333333,0,1.27777777777778,0.722222222222222,1.44444444444444,0.166666666666667,1037.27777777778,31,133.555555555556,547.166666666667,425.277777777778,98.5,1013.94444444444,42.8333333333333,72.2222222222222,59.2166666666667,46.0555555555556,3.66666666666667,699.944444444444,3128.33333333333,1541.27777777778,81.6111111111111,22.6111111111111,17.3888888888889,88.4444444444444,62.6111111111111,1210.5,727.777777777778,60.6555555555556,173,515,668.111111111111,76.6833333333333,7420.27777777778,1467.27777777778,313.722222222222,372.333333333333,84.0777777777778,154.5,201.222222222222,76.4111111111111,28.7222222222222,42.8333333333333,65.2055555555556,2.5,2.53333333333333,-0.0333333333333333,27.7222222222222,13,2.5,39.1666666666667,39.1111111111111,23.0555555555556,8.61111111111111,23.3888888888889,7.11111111111111,13.1111111111111,36.8333333333333,35.5888888888889,23.7222222222222,462.333333333333,109,23.7277777777778,76.6666666666667,233.722222222222,151.944444444444,35.0555555555556,5,0.277777777777778,30.0555555555556,16.6666666666667,55.7777777777778,20.4444444444444,0,0,31,35.5,9.55555555555556,12.6111111111111,16.6666666666667,0.722222222222222,0,0,151.333333333333,100.833333333333,137.666666666667,42.2277777777778,"Squad(20/21)"
"Johan Mojica","Elche CF",29,"Defender","Colombia",1800000,3,"La Liga",28.3333333333333,17.8333333333333,1608.66666666667,17.8666666666667,0,0.666666666666667,0,0,0,4.33333333333333,0,0,0.0283333333333333,0.0283333333333333,0,0.0283333333333333,0.316666666666667,0.316666666666667,1.31666666666667,1.63333333333333,0.00851851851851852,0.0268518518518519,0.0353703703703704,0.00851851851851852,0.0353703703703704,13.3333333333333,2.16666666666667,17.1515151515151,0.276851851851852,0.0401851851851852,0,0,22.025,0.333333333333333,0.0201515151515151,-0.316666666666667,-0.316666666666667,24.1666666666667,0.553333333333333,17.5,1,2,1.16666666666667,2.16666666666667,0.333333333333333,1,0.0416666666666667,0.666666666666667,0,0.166666666666667,0,0.166666666666667,0,1160.83333333333,60.5,371.5,525.333333333333,348.666666666667,18.3333333333333,1019.5,20,44.3333333333333,45.4285714285714,21.8333333333333,2.83333333333333,781,4062.16666666667,2032.33333333333,98.8333333333333,33.8333333333333,4.16666666666667,23.6666666666667,17.3333333333333,772.666666666667,698,90.402548488949,37.5,717.166666666667,964.333333333333,74.444385026738,12856,5637.5,333.166666666667,390,85.8360730593607,287,354.5,80.9784090909091,85.1666666666667,178.833333333333,47.5825757575758,0.666666666666667,1.31666666666667,-0.65,41,22,15.8333333333333,60.6666666666667,35.6666666666667,20.5,26,8,1.66666666666667,10.8333333333333,24.5,43.9888888888889,13.6666666666667,280,89.5,32.0964646464646,154,88.3333333333333,37.6666666666667,28.5,4,0,24.5,27.1666666666667,62.8333333333333,32,0.166666666666667,0,23.3333333333333,18.6666666666667,1.66666666666667,68.5,27.1666666666667,0,1.66666666666667,0,170.666666666667,16.3333333333333,22.1666666666667,42.5213675213675,"Squad(20/21)"
"Johann Berg Gudmundsson","Burnley FC",30,"attack","Iceland",2700000,2,"Premier League",21.85,15.55,1382.85,15.35,1.9,1.95,1.9,0,0,1.5,0,0.1285,0.1065,0.2385,0.1285,0.2385,1.935,1.935,1.485,3.42,0.1285,0.0885,0.218,0.1285,0.218,22.7,7.9,33.595,1.4525,0.474,0.095,0.306,18.57,2.65,0.0905,-0.035,-0.035,39.7,2.5635,24.7,7.65,1.1,2.6,2.7,0.95,3,0.2055,1.9,0.35,0,0.5,0,0.25,631.4,24.5,104.1,256.25,313.5,37.75,598.7,11.4,24.8,47.04,13.05,0.85,431.35,2566.05,1294.25,71.7,23.75,6.45,17.05,21.3,529.3,398.2,75.145,66.7,337.7,477.6,71.29,6124.35,1821.4,170.7,203.75,83.9,108.85,143.85,75.5,50.55,110.9,47.165,1.95,1.485,0.465,17.65,16.1,8.25,32.95,18.6,11.85,7.2,7.6,3.8,8.6,22.05,36.555,13.45,206.45,53.95,25.385,63.25,85.2,58,21.9,2,0,19.9,18.9,37.5,18.6,0,0,10.8,15.6,1.75,39.6,18.9,0,0,0,109.95,18.9,30.85,38.17,"Squad(20/21)"
"John Brooks","VfL Wolfsburg",28,"Defender","United States",12600000,1,"Bundesliga",27.5,27,2407.2,26.735,1.45,0.55,1.45,0,0,4.65,0,0.045,0.0205,0.0655,0.045,0.0655,1.615,1.615,0.525,2.19,0.054,0.021,0.076,0.054,0.076,15.1,3.6,22.425,0.528,0.126,0.0775,0.402777777777778,9.76,0,0.1005,-0.165,-0.165,16.75,0.602,13.85,0,0.5,1.55,0.25,0.6,1.35,0.046,0.95,0,0,0.4,0,0,1843.2,196.15,996.05,952.75,46.95,26.25,1776.7,6.3,9.15,70.545,6.55,0.65,1124.9,7210.15,3921.95,79.1,8.15,0.5,3.2,6.45,1176.1,1144.55,97.325,12.85,1294.55,1526.45,85.02,32722.05,9623.55,204.4,239.1,85.485,719.4,792.6,91.025,360.5,473.65,75.715,0.55,0.525,0.025,91.25,4.6,0,102.4,47.1,28.1,33.95,12.5,0.65,22.7,52.7,42.79,30,227.4,86.4,37.695,135.4,85,7,50.2,12.6,0,37.6,34,81.1,166.05,1.9,0,23.25,14.2,0.5,1.65,34,0,1.15,0.5,309,80.1,34.6,69.145,"Squad(20/21)"
"John Egan","Sheffield United",28,"Defender","Ireland",8100000,3,"Premier League",32.6666666666667,32,2815,31.2666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0,0,6.33333333333333,1,0.02,0.02,0.04,0.02,0.04,1.23333333333333,1.23333333333333,0.233333333333333,1.46666666666667,0.0366666666666667,0.00666666666666667,0.0433333333333333,0.0366666666666667,0.0433333333333333,18.6666666666667,3.66666666666667,20.2333333333333,0.583333333333333,0.113333333333333,0.0233333333333333,0.133333333333333,9.46666666666667,0,0.06,-0.566666666666667,-0.566666666666667,10.6666666666667,0.356666666666667,9,0,0,1,0,0.666666666666667,1,0.03,0.666666666666667,0,0,0.333333333333333,0,0,1494,236.666666666667,828,704,57,33,1467.33333333333,2.33333333333333,2.33333333333333,100,2.33333333333333,0.333333333333333,741.666666666667,4944.33333333333,2902.66666666667,66,5.66666666666667,0,5.33333333333333,1,838.333333333333,805.666666666667,96.1,12.6666666666667,955.666666666667,1133.66666666667,84.3333333333333,22617.3333333333,6635,238.666666666667,263,90.8,486.333333333333,535.666666666667,90.8333333333333,224,319,70.1,0.666666666666667,0.233333333333333,0.433333333333333,76.3333333333333,5.33333333333333,0.666666666666667,60.3333333333333,46.3333333333333,29,33.6666666666667,12,0.666666666666667,18.3333333333333,37.6666666666667,48.9,19.3333333333333,263.333333333333,87.6666666666667,33.2333333333333,173.333333333333,84.3333333333333,5.66666666666667,61.6666666666667,33,0.666666666666667,28.6666666666667,36,82.3333333333333,196.333333333333,2,0.333333333333333,30.3333333333333,14,0.333333333333333,2.33333333333333,36,0,0.333333333333333,0,296.333333333333,103.666666666667,57,63.7,"Squad(20/21)"
"John Fleck","Sheffield United",30,"midfield","Scotland",4500000,2,"Premier League",30.6666666666667,28.6666666666667,2555.33333333333,28.4,1.66666666666667,2,1.66666666666667,0,0,5.33333333333333,0,0.06,0.07,0.13,0.06,0.13,1.8,1.8,2.9,4.6,0.0633333333333333,0.1,0.16,0.0633333333333333,0.16,22,7.33333333333333,32.1,0.773333333333333,0.256666666666667,0.0533333333333333,0.14,21.7666666666667,0,0.07,-0.133333333333333,-0.133333333333333,68.3333333333333,2.41,46.6666666666667,14,3.66666666666667,2,0.666666666666667,1.33333333333333,3.66666666666667,0.126666666666667,2.66666666666667,0.666666666666667,0.333333333333333,0,0,0,1436,37,241,700.333333333333,587.333333333333,38.3333333333333,1322.33333333333,38.3333333333333,56.6666666666667,67.6,41.3333333333333,3.66666666666667,896,4210.33333333333,2562.33333333333,127.333333333333,51,8,24,30.6666666666667,1034,920.666666666667,89.0333333333333,76,915.333333333333,1196.66666666667,76.4666666666667,15498.6666666667,4960.66666666667,464.333333333333,519,89.3,311.666666666667,379.333333333333,82.1333333333333,107.666666666667,232.666666666667,46.2333333333333,2,2.9,-0.9,105.666666666667,27.3333333333333,5,100.666666666667,43.3333333333333,26,23,15.6666666666667,4.66666666666667,16.6666666666667,70.6666666666667,23.5666666666667,54,521,133.333333333333,25.5666666666667,169,260.333333333333,91.6666666666667,39.3333333333333,4.33333333333333,0,35,32.6666666666667,76,20,0.666666666666667,0,30.3333333333333,26,1,42.6666666666667,32.6666666666667,0,0,0,240,10,21,32.2,"Squad(20/21)"
