"Player","Club","Age","Position","Nation","Value","ContractYearsLeft","League","MP_Weighted_Avg","Starts_Weighted_Avg","Min_Weighted_Avg","TotalMins/90_Weighted_Avg","Gls_Weighted_Avg","Ast_Weighted_Avg","Non-PenaltyGoals_Weighted_Avg","PenaltiesScored_Weighted_Avg","PenaltiesAttempted_Weighted_Avg","YellowCards_Weighted_Avg","RedCards_Weighted_Avg","Gls/90_Weighted_Avg","Ast/90_Weighted_Avg","GandA/90_Weighted_Avg","Non-PenaltyGoals/90_Weighted_Avg","GlsandAst-ScoredPenalties/90_Weighted_Avg","xG_Weighted_Avg","Non-PenaltyxG_Weighted_Avg","xA_Weighted_Avg","Non-penaltyxGandxA_Weighted_Avg","xG/90_Weighted_Avg","xA/90_Weighted_Avg","xGandxA/90_Weighted_Avg","Non-PenaltyxG/90_Weighted_Avg","Non-PenaltyxGandxA/90_Weighted_Avg","TotalShots_Weighted_Avg","TotalShotsonTarget_Weighted_Avg","ShotsonTarget%_Weighted_Avg","Shots/90_Weighted_Avg","ShotsonTarget/90_Weighted_Avg","Goals/Shots_Weighted_Avg","Goals/ShotsonTarget_Weighted_Avg","AvgShotDistance-yds_Weighted_Avg","FreekickShots_Weighted_Avg","Non-PenaltyxG/Shots_Weighted_Avg","GoalsScoredminusxG_Weighted_Avg","Non-PenaltyGoalsScoredminusNon-PenaltyxG_Weighted_Avg","Shot-CreatingActions_Weighted_Avg","Shot-CreatingActions/90_Weighted_Avg","PassesLeadingtoShotAttempt_Weighted_Avg","Set-PieceLeadingtoShotAttempt_Weighted_Avg","DribblesLeadingtoShotAttempt_Weighted_Avg","ShotsLeadingtoShotAttempt_Weighted_Avg","FoulsDrawnLeadingtoShotAttempt_Weighted_Avg","DefensiveActionsLeadingtoShotAttempt_Weighted_Avg","GoalCreatingActions_Weighted_Avg","GoalCreatingActions/90_Weighted_Avg","PassesLeadingtoGoals_Weighted_Avg","Set-PieceLeadingtoGoals_Weighted_Avg","DribblesLeadingtoGoals_Weighted_Avg","ShotsLeadingtoGoals_Weighted_Avg","FoulsDrawnLeadingtoGoals_Weighted_Avg","DefensiveActionsLeadingtoGoals_Weighted_Avg","Touches_Weighted_Avg","TouchesinDefensivePenaltyBox_Weighted_Avg","TouchesinDefensive3rd_Weighted_Avg","TouchesinMidfield3rd_Weighted_Avg","TouchesinAttacking3rd_Weighted_Avg","TouchesinAttackingPenaltyBox_Weighted_Avg","TouchesinOpen-play_Weighted_Avg","TotalSuccessfulDribbles_Weighted_Avg","TotalAttemptedDribbles_Weighted_Avg","DribbleSuccess%_Weighted_Avg","Totalno.ofPlayersDribblesPast_Weighted_Avg","TotalNutmegs_Weighted_Avg","TotalCarries_Weighted_Avg","TotalDistanceCarriedtheBall_Weighted_Avg","TotalDistanceCarriedtheBallinForwardDirection_Weighted_Avg","TotalCarriesinForwardDirection_Weighted_Avg","CarriesintoFinalThird_Weighted_Avg","CarriesintoAttackingPenaltyBox_Weighted_Avg","TotalFailedAttemptsatControllingBall_Weighted_Avg","NumberofTimesTackledwhenDribbling_Weighted_Avg","NumberofTimesPlayerwasPassTarget_Weighted_Avg","NumberofTimesReceivedPass_Weighted_Avg","%ofTimesSuccessfullyReceivedPass_Weighted_Avg","ProgressivePassesReceived_Weighted_Avg","PassesCompleted-Allpass-types_Weighted_Avg","PassesAttempted-Allpass-types_Weighted_Avg","PassCompletion%-Allpass-types_Weighted_Avg","TotalDistanceofCompletedPasses-AllPass-types_Weighted_Avg","TotalDistanceofCompletedProgressivePasses-AllPass-types_Weighted_Avg","PassesCompleted-ShortPasses_Weighted_Avg","PassesAttempted-ShortPasses_Weighted_Avg","PassCompletion%-ShortPasses_Weighted_Avg","PassesCompleted-MediumPasses_Weighted_Avg","PassesAttempted-MediumPasses_Weighted_Avg","PassCompletion%-MediumPasses_Weighted_Avg","PassesCompleted-LongPasses_Weighted_Avg","PassesAttempted-LongPasses_Weighted_Avg","PassCompletion%-LongPasses_Weighted_Avg","TotalAssists_Weighted_Avg","xGAssisted_Weighted_Avg","AssistminusxGAssisted_Weighted_Avg","CompletedpassesthatenterFinal3rd_Weighted_Avg","CompletedpassesthatenterPenaltyBox_Weighted_Avg","CompletedCrossesthatenterPenaltyBox_Weighted_Avg","TotalCompletedProgressivePasses_Weighted_Avg","TotalNumberofPlayersTackled_Weighted_Avg","TotalTacklesWon_Weighted_Avg","TacklesinDefensive3rd_Weighted_Avg","TacklesinMidfield3rd_Weighted_Avg","TacklesinAttacking3rd_Weighted_Avg","NumberofDribblersTackled_Weighted_Avg","TimesDribbledPastandTotalTackles_Weighted_Avg","%ofDribblersTackled_Weighted_Avg","NumberofTimesDribbledPast_Weighted_Avg","NumberofPressingActions_Weighted_Avg","TimesSquadgainedPossessionwithin5secondsofPressingActions_Weighted_Avg","SuccessfulPressure%_Weighted_Avg","NumberofPressesinDefensiveThird_Weighted_Avg","NumberofPressesinMidfieldThird_Weighted_Avg","NumberofPressesinAttackingThird_Weighted_Avg","TotalDefensiveBlocks_Weighted_Avg","TotalShotsBlocked_Weighted_Avg","GoalSavingBlocks_Weighted_Avg","TimesblockedaPass_Weighted_Avg","TotalInterceptions_Weighted_Avg","TotalPlayersTackledandTotalInterceptions_Weighted_Avg","TotalClearances_Weighted_Avg","MistakesleadingtoOpponentShots_Weighted_Avg","2ndYellowCards_Weighted_Avg","FoulsCommitted_Weighted_Avg","FoulsDrawn_Weighted_Avg","Offsides_Weighted_Avg","Crosses_Weighted_Avg","Interceptions_Weighted_Avg","PenaltyKicksWon_Weighted_Avg","PenaltiesConceded_Weighted_Avg","OwnGoals_Weighted_Avg","TotalLooseBallsRecovered_Weighted_Avg","AerialDuelWon_Weighted_Avg","AerialDuelLost_Weighted_Avg","%AerialDuelsWon_Weighted_Avg","""Squad(20/21)"""
"John Guidetti","Deportivo Alavés",29,"attack","Sweden",1080000,1,"La Liga",14.4,3.86666666666667,442.066666666667,4.90222222222222,1.46666666666667,0.466666666666667,1.46666666666667,0,0,1.46666666666667,0,0.349111111111111,0.030962962962963,0.380074074074074,0.349111111111111,0.380074074074074,1.64,1.64,0.44,2.08,0.378074074074074,0.0282222222222222,0.406296296296296,0.378074074074074,0.406296296296296,9.86666666666667,3.8,29.6078431372549,1.77637037037037,0.45237037037037,0.196862745098039,0.796666666666667,14.0533333333333,0.4,0.198745098039216,-0.173333333333333,-0.173333333333333,10.9333333333333,1.89333333333333,9.53333333333333,0,0.6,0.266666666666667,0.4,0.133333333333333,1.33333333333333,0.0683703703703704,1.06666666666667,0,0,0.133333333333333,0.133333333333333,0,173.533333333333,3.4,13.3333333333333,84.6,83.5333333333333,20.4666666666667,166,3.26666666666667,5.73333333333333,50.3571428571429,3.4,0,105.133333333333,347.466666666667,144.266666666667,7.26666666666667,2.86666666666667,1.4,13.1333333333333,3.93333333333333,241.066666666667,132.6,54.046273352999,41.4666666666667,87.4,128.666666666667,68.8172845953003,1360.66666666667,359.866666666667,50.7333333333333,68.4666666666667,73.9291131498471,22.8666666666667,35.0666666666667,69.5654320987654,9.06666666666667,16.4666666666667,54.28,0.466666666666667,0.44,0.0266666666666667,7.53333333333333,3.4,0.733333333333333,9.26666666666667,2.73333333333333,2.26666666666667,0.4,1.73333333333333,0.6,0.933333333333333,5,25.162962962963,4.06666666666667,98.6666666666667,22.0666666666667,20.6623728813559,7.33333333333333,54.7333333333333,36.6,3.33333333333333,0.8,0,2.53333333333333,0.733333333333333,3.46666666666667,2.4,0,0,10.8666666666667,4.26666666666667,2.13333333333333,4.33333333333333,0.733333333333333,0,0.133333333333333,0,19.2666666666667,8.4,11.6,52.3479432624113,"Squad(20/21)"
"John McGinn","Aston Villa",26,"midfield","Scotland",2.7e+07,4,"Premier League",34,33.6666666666667,2990.66666666667,33.2333333333333,3,4.33333333333333,3,0,0,9,0,0.0933333333333333,0.133333333333333,0.223333333333333,0.0933333333333333,0.223333333333333,2.73333333333333,2.73333333333333,2.8,5.6,0.09,0.0866666666666667,0.173333333333333,0.09,0.173333333333333,49,13.6666666666667,27.4333333333333,1.54,0.446666666666667,0.0633333333333333,0.233333333333333,21.5666666666667,0,0.0566666666666667,0.266666666666667,0.266666666666667,98.6666666666667,3.04666666666667,77.6666666666667,4.66666666666667,4.33333333333333,2,7.66666666666667,2.33333333333333,11,0.33,7.33333333333333,1,1,0.666666666666667,1,0,1551,61.6666666666667,298.333333333333,861.333333333333,496.333333333333,63.6666666666667,1490,55,73,75.4,56.3333333333333,0.666666666666667,1064.33333333333,5002,2700.33333333333,119,37.6666666666667,5.33333333333333,37,57.6666666666667,1180.66666666667,1016,85.6,114,914.666666666667,1189.33333333333,76.7333333333333,20363,6431.66666666667,303.333333333333,354,85.4333333333333,391,476.666666666667,82.1,198,304.666666666667,64.9333333333333,4.33333333333333,2.8,1.53333333333333,143,39.3333333333333,7,149.333333333333,68.6666666666667,44,24,32.3333333333333,12.3333333333333,21.3333333333333,72.6666666666667,29.3666666666667,51.3333333333333,602,160,26.7,183,304.666666666667,114.333333333333,36.6666666666667,4,0,32.6666666666667,36.6666666666667,105.333333333333,26.6666666666667,1.66666666666667,0,42.3333333333333,73,1.33333333333333,34,36.6666666666667,0.666666666666667,0,0,271,25.3333333333333,43.3333333333333,37.5,"Squad(20/21)"
"John Ruddy","Wolverhampton Wanderers",34,"Goalkeeper","England",720000,1,"Premier League",1.76923076923077,1,90.7692307692308,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.3076923076923,20.7692307692308,23.3076923076923,0,0,0,15.0769230769231,0,0,0,0,0,8.23076923076923,36.2307692307692,19.3076923076923,0,0,0,0,0,4.69230769230769,4.69230769230769,100,0,18.0769230769231,23.3076923076923,77.4,539.923076923077,349.307692307692,2.53846153846154,2.53846153846154,100,6.30769230769231,6.30769230769231,100,9.23076923076923,14.4615384615385,63.8846153846154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.38461538461539,0,0,0,"Squad(20/21)"
"John Stones","Manchester City",27,"Defender","England",2.7e+07,5,"Premier League",20.4,18.6,1641.8,18.265,2,0,2,0,0,0.15,0.5,0.095,0,0.095,0.095,0.095,1.405,1.405,0.105,1.51,0.072,0.004,0.081,0.072,0.081,10.95,3.3,27.155,0.592,0.1705,0.135,0.4,10.675,0,0.118,0.595,0.595,12.55,0.6995,11.2,0.15,0,0.1,1.1,0,0.6,0.032,0.5,0,0,0,0.1,0,1631.7,155.2,644.4,1011.95,97,14.9,1611.05,6.1,7.45,79.65,6.95,0.5,1212.3,8140.9,4694,158.95,26.55,0,2.75,1.25,1336.1,1313.65,98.365,8.65,1416.05,1494.55,94.845,28706.85,7701.95,477.25,496.5,96.17,718.6,744.1,96.485,210.25,237,89.18,0,0.105,-0.105,98.2,3.1,0,68.75,19.05,12,11.55,5.8,1.7,5.95,12.5,48.5,6.55,116.7,46.1,39.66,61.95,47.15,7.6,24.5,10.05,0.15,14.45,16.05,35.1,65.25,0.25,0,6.25,6.5,0.9,0.8,16.05,0,0,0,163.6,44.9,16.2,73.435,"Squad(20/21)"
"Jon Ander Garrido","Cádiz CF",31,"midfield","Spain",540000,2,"La Liga",23,7,800,8.9,0,0,0,0,0,1,0,0,0,0,0,0,0.4,0.4,0.1,0.4,0.04,0.01,0.05,0.04,0.05,5,1,20,0.56,0.11,0,0,12.7,0,0.07,-0.4,-0.4,10,1.13,7,1,0,0,1,1,2,0.23,1,0,0,0,1,0,327,23,99,197,39,7,316,3,4,75,4,1,131,537,145,9,1,0,2,7,184,148,80.4,3,195,248,78.6,3652,1011,72,83,86.7,88,106,83,25,38,65.8,0,0.1,-0.1,22,1,1,12,20,15,12,4,4,7,26,26.9,19,171,59,34.5,66,86,19,18,3,0,15,9,29,17,0,0,13,6,0,2,9,1,0,0,86,21,32,39.6,"Squad(20/21)"
"Jon Guridi","Real Sociedad",26,"midfield","Spain",1620000,3,"La Liga",17,8,831,9.2,0,1,0,0,0,2,0,0,0.11,0.11,0,0.11,0.8,0.8,0.7,1.5,0.08,0.08,0.16,0.08,0.16,8,2,25,0.87,0.22,0,0,20.1,0,0.09,-0.8,-0.8,10,1.08,6,0,0,1,3,0,1,0.11,1,0,0,0,0,0,453,12,53,282,154,15,448,16,24,66.7,16,0,334,1799,829,46,17,0,12,10,395,319,80.8,33,292,355,82.3,4901,1086,157,179,87.7,108,127,85,23,35,65.7,1,0.7,0.3,35,7,1,24,19,12,6,10,3,4,16,25,12,159,43,27,29,95,35,10,1,0,9,9,28,8,0,0,12,14,0,3,9,1,0,0,69,14,18,43.8,"Squad(20/21)"
"Jon Moncayola","CA Osasuna",23,"midfield","Spain",6300000,10,"La Liga",33,23.6666666666667,2272,25.2666666666667,1.66666666666667,0,1.66666666666667,0,0,6,0.666666666666667,0.0666666666666667,0,0.0666666666666667,0.0666666666666667,0.0666666666666667,1.23333333333333,1.23333333333333,0.966666666666667,2.13333333333333,0.0466666666666667,0.0333333333333333,0.08,0.0466666666666667,0.08,30,8.33333333333333,26.4,1.14,0.306666666666667,0.0566666666666667,0.23,25.7666666666667,0,0.0433333333333333,0.433333333333333,0.433333333333333,28.6666666666667,1.16,26,1,0.333333333333333,0.666666666666667,0.333333333333333,0.333333333333333,1.66666666666667,0.0666666666666667,1.66666666666667,0,0,0,0,0,1211,55.6666666666667,306.666666666667,758.666666666667,210.666666666667,19.6666666666667,1185.66666666667,11,16,68.8,11.6666666666667,1,660.333333333333,3011,1568.66666666667,49,20.3333333333333,1.66666666666667,16,13.3333333333333,791,706.333333333333,89.5,41,791.333333333333,979.333333333333,80.2,16817.3333333333,3965.66666666667,275.666666666667,317.333333333333,86.7333333333333,354.333333333333,417.666666666667,84.2333333333333,150.666666666667,215.666666666667,69.1666666666667,0,0.966666666666667,-0.966666666666667,75,10.6666666666667,3.66666666666667,64.6666666666667,53.6666666666667,29,24,22.3333333333333,7.33333333333333,22.3333333333333,63,35.6666666666667,40.6666666666667,547,141.666666666667,26.1666666666667,171,290.333333333333,85.6666666666667,44,7,0,37,16.3333333333333,70,45.6666666666667,1,0.666666666666667,35.6666666666667,9,0,19.3333333333333,16.3333333333333,0,0.666666666666667,0,275.666666666667,34,32.3333333333333,50.7,"Squad(20/21)"
"Jon Morcillo","Athletic Bilbao",22,"attack","Spain",4500000,2,"La Liga",30,16,1363,15.1,2,2,2,0,0,3,0,0.13,0.13,0.26,0.13,0.26,1.5,1.5,2.9,4.4,0.1,0.19,0.29,0.1,0.29,24,8,33.3,1.58,0.53,0.08,0.25,23.4,3,0.06,0.5,0.5,42,2.77,28,10,1,0,2,1,4,0.26,3,1,0,0,0,0,674,10,85,243,402,41,610,12,27,44.4,12,1,456,3209,2090,91,33,10,22,24,658,464,70.5,84,319,518,61.6,6136,2356,143,180,79.4,123,177,69.5,48,132,36.4,2,2.9,-0.9,20,18,9,45,12,7,5,3,4,1,24,4.2,23,235,47,20,60,85,90,22,0,0,22,22,34,8,0,0,21,16,3,76,22,0,0,0,70,16,20,44.4,"Squad(20/21)"
"Jonas Hector","1. FC Köln",31,"Defender","Germany",4500000,2,"Bundesliga",22.0588235294118,19.4117647058824,1681.35294117647,18.6470588235294,3.17647058823529,1.41176470588235,3.17647058823529,0,0,4.29411764705882,0,0.179411764705882,0.0735294117647059,0.252941176470588,0.179411764705882,0.252941176470588,2.64705882352941,2.61764705882353,2.06470588235294,4.68235294117647,0.167647058823529,0.117058823529412,0.275882352941176,0.164705882352941,0.275882352941176,26.0588235294118,7.82352941176471,29.8941176470588,1.50529411764706,0.45,0.122352941176471,0.411764705882353,16.5058823529412,0.588235294117647,0.102352941176471,0.529411764705882,0.558823529411765,41.5294117647059,2.29294117647059,30.7647058823529,3.58823529411765,2.11764705882353,1.17647058823529,3.17647058823529,0.705882352941177,4.41176470588235,0.248235294117647,2.29411764705882,0.705882352941177,0.117647058823529,0.294117647058824,1,0,1079.47058823529,51.3529411764706,280.882352941176,582.352941176471,275.176470588235,44.6470588235294,1003.58823529412,9.47058823529412,16.3529411764706,55.3352941176471,9.47058823529412,0.294117647058824,590.176470588235,2858.52941176471,1320.35294117647,59.5294117647059,14.5294117647059,3.35294117647059,22.1764705882353,16.0588235294118,790.058823529412,650.176470588235,80.9823529411765,91.1764705882353,663.352941176471,844.882352941176,78.1117647058824,13472,3344.29411764706,237,289.882352941176,80.7,305.294117647059,358.647058823529,84.8470588235294,112.235294117647,169.705882352941,66.0941176470588,1.41176470588235,2.06470588235294,-0.652941176470588,54.1176470588235,18.4705882352941,2.41176470588235,70.8823529411765,42.9411764705882,25.2352941176471,18.0588235294118,20.7647058823529,4.11764705882353,13.1176470588235,47,26.7705882352941,33.8823529411765,381.823529411765,114.352941176471,28.9176470588235,124.941176470588,182.176470588235,74.7058823529412,40.8235294117647,7.35294117647059,0.117647058823529,33.4705882352941,22.5294117647059,65.4705882352941,40.1176470588235,1.76470588235294,0,15.2941176470588,27.6470588235294,1.17647058823529,14.6470588235294,22.5294117647059,0.588235294117647,0.117647058823529,0,184.941176470588,49.7647058823529,46.4117647058824,51.6647058823529,"Squad(20/21)"
"Jonas Hofmann","Borussia Mönchengladbach",29,"attack","Germany",14400000,2,"Bundesliga",24.6,19.35,1707.2,18.9716666666667,5,7.3,3.35,1.65,1.8,1.55,0,0.199888888888889,0.340333333333333,0.538722222222222,0.117388888888889,0.456222222222222,4.83,3.49,4.515,7.955,0.195888888888889,0.193111111111111,0.3955,0.130388888888889,0.3235,24.25,8.6,35.8395652173913,1.03988888888889,0.350277777777778,0.191695652173913,0.5,20.2666666666667,0.65,0.145847826086957,0.17,-0.14,74,3.16983333333333,39.35,27,1.8,1.85,2.85,1.15,10.85,0.461777777777778,6.65,3.5,0.4,0.1,0.2,0,1141.95,24.75,213.15,580.3,426.3,63.95,1006.7,15.35,30.2,50.96,16.2,0.35,742.55,4119.6,2094.75,99.65,30.5,18.5,27,24.85,888.45,738.3,82.5387677725118,98.75,725.55,946.2,76.456221719457,14295.7,4042.2,309,358.2,85.9047284345048,275.25,329.5,83.3474303405573,124.25,212.45,59.0303465346535,7.3,4.515,2.785,58.05,22.15,3.1,70.5,33.2,21.95,12.65,16.25,4.3,12.6,59.05,20.6933333333333,46.45,448.45,110.85,25.0360940695297,104.65,225.4,118.4,34.6,2.6,0,32,23,56.2,16.4,0,0,16.3,20.3,8.8,32.75,23,0.1,0.1,0,145.7,7.35,17.15,29.5819047619048,"Squad(20/21)"
"Jonas Martin","Stade Rennais FC",31,"midfield","France",2250000,1,"Ligue 1",14.55,11.05,942.25,10.495,0.85,0.25,0.25,0.6,1,3.7,0,0.0315,0.009,0.0405,0.009,0.0195,1.235,0.47,0.73,1.175,0.04,0.0353888888888889,0.0768888888888889,0.0167777777777778,0.0523888888888889,5.9,2.15,19.94,0.210277777777778,0.0825,0.023,0.059,20.7,0.1,0.041,-0.385,-0.22,20.75,1.47016666666667,16.35,1.6,0.7,1,1.1,0,2.25,0.233,1.65,0,0.15,0.35,0.1,0,762.6,22.5,166.55,496.4,143.2,12.5,731.75,9.5,12.7,77.215,9.6,0.1,534.6,2374.75,1130.5,51.6,11.3,2,8.75,14.2,581.4,537.3,93.5092922374429,28.15,573.25,660.25,87.7629704797048,10291,2471.05,256.6,286.9,89.6587037037037,233.55,254.85,93.6123076923077,68.6,90.85,75.0377551020408,0.25,0.73,-0.48,47.35,7.2,1.4,46.95,23.95,16.85,11.35,9.75,2.85,5.7,19.25,29.7328571428571,13.55,178.1,52.15,32.7420895522388,59.25,97.1,21.75,18.4,3.9,0,14.5,12.45,36.4,11.95,0,0,17.3,11.2,0.3,8.45,12.45,0.1,0,0,110.55,11.55,8.9,61.6416666666667,"Squad(20/21)"
"Jonas Michelbrink","Hertha BSC",20,"midfield","Germany",450000,1,"Bundesliga",2,0,39,0.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,3,11,9,3,20,0,0,0,0,0,11,120,72,3,2,0,1,1,17,14,82.4,2,11,15,73.3,158,39,5,6,83.3,5,6,83.3,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,8,50,9,3,4,1,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,4,1,0,100,"Squad(20/21)"
"Jonas Omlin","Montpellier HSC",27,"Goalkeeper","Switzerland",7200000,3,"Ligue 1",31,31,2673,29.7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.03,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1052,924,1045,6,1,0,714,1,1,100,1,0,451,2458,1467,0,0,0,0,0,360,357,99.2,0,701,982,71.4,24205,16132,81,82,98.8,283,284,99.6,333,610,54.6,0,0,0,5,0,0,1,0,0,0,0,0,0,2,0,2,4,1,25,4,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,1,1,168,0,0,0,"Squad(20/21)"
"Jonas Ramalho","CA Osasuna",28,"Defender","Angola",9e+05,1,"La Liga",11.2,8.93333333333333,833,9.26666666666667,0.2,0,0.2,0,0,1.2,0,0.012,0,0.012,0.012,0.012,0.38,0.38,0.0333333333333333,0.446666666666667,0.0406666666666667,0.00666666666666667,0.0473333333333333,0.0406666666666667,0.0473333333333333,4.2,1.2,40.2666666666667,0.528666666666667,0.227333333333333,0.028,0.1,13.1866666666667,0,0.0806666666666667,-0.18,-0.18,4.33333333333333,0.379333333333333,2.8,0.333333333333333,0,0.4,0.6,0.2,0.533333333333333,0.0273333333333333,0,0,0,0.133333333333333,0.4,0,446.066666666667,45.7333333333333,206.266666666667,211.2,57,4.33333333333333,407.133333333333,3.26666666666667,6.93333333333333,48.8533333333333,4.6,0,268.866666666667,1410.2,668.666666666667,19.6666666666667,7.93333333333333,0,3.33333333333333,3,265.266666666667,249.866666666667,91.02,8.6,286.4,368.2,77.1533333333333,5918.53333333333,2347.86666666667,92.7333333333333,105.333333333333,88.5266666666667,147.133333333333,174.133333333333,81.7933333333333,43.6666666666667,79.4666666666667,50.92,0,0.0333333333333333,-0.0333333333333333,20.6,3.86666666666667,1.06666666666667,21.3333333333333,8.26666666666667,3.53333333333333,6.2,1.4,0.666666666666667,2.6,6.13333333333333,46.7,3.53333333333333,85.0666666666667,19.9333333333333,21.48,52.4666666666667,24.8,7.8,17.4,4.73333333333333,0,12.6666666666667,6.73333333333333,15,31.1333333333333,0.533333333333333,0,6.33333333333333,5.26666666666667,0.133333333333333,5.86666666666667,6.73333333333333,0,0.533333333333333,0.333333333333333,83.1333333333333,11.4,6.73333333333333,75.56,"Squad(20/21)"
"Jonathan Bamba","LOSC Lille",25,"attack","France",22500000,2,"Ligue 1",34.6,30.45,2684.45,29.845,5.9,6.55,5.1,0.8,1.3,1.95,0,0.186,0.217,0.4005,0.155,0.372,5.615,4.61,4.64,9.275,0.1945,0.1505,0.35,0.1515,0.307,57.7,22,39.1,1.95,0.766,0.081,0.23,21.345,1.15,0.0755,0.285,0.49,102.85,3.46,67.3,15.8,6.6,5,6.45,1.7,12.5,0.412,8.1,1.1,0.75,1.2,1.2,0.15,1747.05,21.25,197.8,868.3,846.75,88.45,1629.15,49.65,97.8,51.655,51.3,5.1,1332.7,7800.5,4258,205.6,74.55,22.5,62.9,82.3,1559.15,1263.3,80.83,237.55,1064.45,1355.35,78.645,17612.05,4743.65,565.25,639.3,88.25,368.85,447.85,82.59,97.5,194.1,51.075,6.55,4.64,1.91,85.25,37.4,7.2,101.45,32.5,23.5,11.4,15.85,5.25,10.65,54.75,20.525,44.1,451.95,124.2,27.645,108.3,209.2,134.45,35.25,2.35,0.2,32.9,22.95,55.45,10.25,0.25,0,24.45,59.55,5.05,50.15,22.95,1.2,0,0,237.45,14.05,27.45,34.02,"Squad(20/21)"
"Jonathan Burkardt","1.FSV Mainz 05",21,"attack","Germany",4050000,3,"Bundesliga",19,10.3888888888889,876.222222222222,9.76111111111111,1.38888888888889,0,1.38888888888889,0,0,0,0,0.172222222222222,0,0.172222222222222,0.172222222222222,0.172222222222222,2.95555555555556,2.95555555555556,0.944444444444444,3.97222222222222,0.327777777777778,0.101111111111111,0.427222222222222,0.327777777777778,0.427222222222222,20.8888888888889,7,31.8222222222222,2.26333333333333,0.712222222222222,0.0722222222222222,0.238888888888889,14.4888888888889,0,0.141666666666667,-1.56666666666667,-1.56666666666667,18.5555555555556,1.91333333333333,14.2222222222222,0,0.833333333333333,0.722222222222222,2.77777777777778,0,2.77777777777778,0.183333333333333,1.11111111111111,0,0.555555555555556,0,1.11111111111111,0,401.444444444444,13.6666666666667,62.9444444444444,192.277777777778,177.055555555556,47.3333333333333,376.833333333333,14.7777777777778,31.8333333333333,46.2444444444444,16.1666666666667,0,270.333333333333,1356.5,764.333333333333,36.2777777777778,12.1666666666667,10.4444444444444,26.9444444444444,20,417.888888888889,240.222222222222,57.7444444444444,62.0555555555556,174,246.166666666667,70.6277777777778,2848.05555555556,725.833333333333,82.0555555555555,102.555555555556,85.2333333333333,66.7777777777778,89.9444444444444,76.5111111111111,16.8333333333333,30.1111111111111,45.85,0,0.944444444444444,-0.944444444444444,12.9444444444444,5.11111111111111,1.05555555555556,20.3888888888889,19.4444444444444,9.88888888888889,8,9.05555555555556,2.38888888888889,6.44444444444444,16.5,41.5,10.0555555555556,195.611111111111,56.3333333333333,28.0388888888889,36.5555555555556,89.2777777777778,69.7777777777778,15.5,3.05555555555556,0,12.4444444444444,3.55555555555556,23,8.5,0,0,15.8888888888889,25.6111111111111,1.11111111111111,7.77777777777778,3.55555555555556,0.555555555555556,0,0,76.4444444444444,13,34.5,33.1111111111111,"Squad(20/21)"
"Jonathan Clauss","RC Lens",28,"Defender","France",7200000,2,"Ligue 1",33,30,2521,28,3,6,3,0,0,2,0,0.11,0.21,0.32,0.11,0.32,1.8,1.8,6,7.8,0.06,0.22,0.28,0.06,0.28,35,14,40,1.25,0.5,0.09,0.21,22,3,0.05,1.2,1.2,92,3.28,59,21,5,1,3,3,12,0.43,9,2,0,0,0,1,1719,53,339,722,773,65,1375,20,38,52.6,21,1,918,5560,3732,192,62,15,44,22,1125,931,82.8,121,1015,1403,72.3,18840,6896,431,490,88,454,583,77.9,122,292,41.8,6,6,0,62,49,23,124,54,27,16,25,13,18,51,35.3,33,342,103,30.1,122,133,87,55,1,0,54,43,97,56,0,0,22,15,2,135,43,1,2,0,203,17,30,36.2,"Squad(20/21)"
"Jonathan David","LOSC Lille",21,"attack","Canada",31500000,4,"Ligue 1",37,29,2354,26.2,13,2,13,0,0,0,0,0.5,0.08,0.57,0.5,0.57,9.8,9.8,3.1,13,0.38,0.12,0.5,0.38,0.5,55,33,60,2.1,1.26,0.24,0.39,15,0,0.18,3.2,3.2,70,2.68,50,1,7,8,4,0,12,0.46,7,0,1,2,2,0,877,5,52,360,508,128,854,26,52,50,29,1,577,2375,1370,71,18,19,61,51,1177,639,54.3,244,453,582,77.8,6204,1053,273,329,83,142,175,81.1,17,28,60.7,2,3.1,-1.1,29,15,0,35,21,13,5,8,8,6,19,31.6,13,535,149,27.9,39,198,298,23,1,0,22,15,36,7,0,0,35,43,7,7,15,2,0,0,117,22,69,24.2,"Squad(20/21)"
